source,relation,target
f0221,contains,n1
f0221,contains,n2
f0221,contains,n3
f0222,contains,n1
f0222,contains,n2
f0222,contains,n3
f0223,contains,n1
f0223,contains,n2
f0223,contains,n3
f0224,contains,n1
f0224,contains,n2
f0224,contains,n3
f0225,contains,n1
f0225,contains,n2
f0225,contains,n3
f0226,contains,n1
f0226,contains,n2
f0226,contains,n3
f0227,contains,n1
f0227,contains,n2
f0227,contains,n3
f0228,contains,n1
f0228,contains,n2
f0228,contains,n3
f0229,contains,n1
f0229,contains,n2
f0229,contains,n3
f0230,contains,n1
f0230,contains,n2
f0230,contains,n3
f0231,contains,n1
f0231,contains,n2
f0231,contains,n3
f0232,contains,n1
f0232,contains,n2
f0232,contains,n3
f0233,contains,n1
f0233,contains,n2
f0233,contains,n3
f0234,contains,n1
f0234,contains,n2
f0234,contains,n3
f0235,contains,n1
f0235,contains,n2
f0235,contains,n3
f0236,contains,n1
f0236,contains,n2
f0236,contains,n3
f0237,contains,n1
f0237,contains,n2
f0237,contains,n3
f0238,contains,n1
f0238,contains,n2
f0238,contains,n3
f0239,contains,n1
f0239,contains,n2
f0239,contains,n3
f0240,contains,n1
f0240,contains,n2
f0240,contains,n3
f0241,contains,n1
f0241,contains,n2
f0241,contains,n3
f0242,contains,n1
f0242,contains,n2
f0242,contains,n3
f0243,contains,n1
f0243,contains,n2
f0243,contains,n3
f0244,contains,n1
f0244,contains,n2
f0244,contains,n3
f0245,contains,n1
f0245,contains,n2
f0245,contains,n3
f0246,contains,n1
f0246,contains,n2
f0246,contains,n3
f0247,contains,n1
f0247,contains,n2
f0247,contains,n3
f0248,contains,n1
f0248,contains,n2
f0248,contains,n3
f0249,contains,n1
f0249,contains,n2
f0249,contains,n3
f0250,contains,n1
f0250,contains,n2
f0250,contains,n3
f0251,contains,n1
f0251,contains,n2
f0251,contains,n3
f0252,contains,n1
f0252,contains,n2
f0252,contains,n3
f0253,contains,n1
f0253,contains,n2
f0253,contains,n3
f0254,contains,n1
f0254,contains,n2
f0254,contains,n3
f0255,contains,n1
f0255,contains,n2
f0255,contains,n3
f0256,contains,n1
f0256,contains,n2
f0256,contains,n3
f0257,contains,n1
f0257,contains,n2
f0257,contains,n3
f0258,contains,n1
f0258,contains,n2
f0258,contains,n3
f0259,contains,n1
f0259,contains,n2
f0259,contains,n3
f0260,contains,n1
f0260,contains,n2
f0260,contains,n3
f0261,contains,n1
f0261,contains,n2
f0261,contains,n3
f0262,contains,n1
f0262,contains,n2
f0262,contains,n3
f0263,contains,n1
f0263,contains,n2
f0263,contains,n3
f0264,contains,n1
f0264,contains,n2
f0264,contains,n3
f0265,contains,n1
f0265,contains,n2
f0265,contains,n3
f0266,contains,n1
f0266,contains,n2
f0266,contains,n3
f0267,contains,n1
f0267,contains,n2
f0267,contains,n3
f0268,contains,n1
f0268,contains,n2
f0268,contains,n3
f0269,contains,n1
f0269,contains,n2
f0269,contains,n3
f0270,contains,n1
f0270,contains,n2
f0270,contains,n3
f0271,contains,n1
f0271,contains,n2
f0271,contains,n3
f0272,contains,n1
f0272,contains,n2
f0272,contains,n3
f0273,contains,n1
f0273,contains,n2
f0273,contains,n3
f0274,contains,n1
f0274,contains,n2
f0274,contains,n3
f0275,contains,n1
f0275,contains,n2
f0275,contains,n3
f0276,contains,n1
f0276,contains,n2
f0276,contains,n3
f0277,contains,n1
f0277,contains,n2
f0277,contains,n3
f0278,contains,n1
f0278,contains,n2
f0278,contains,n3
f0279,contains,n1
f0279,contains,n2
f0279,contains,n3
f0280,contains,n1
f0280,contains,n2
f0280,contains,n3
f0281,contains,n1
f0281,contains,n2
f0281,contains,n3
f0282,contains,n1
f0282,contains,n2
f0282,contains,n3
f0283,contains,n1
f0283,contains,n2
f0283,contains,n3
f0284,contains,n1
f0284,contains,n2
f0284,contains,n3
f0285,contains,n1
f0285,contains,n2
f0285,contains,n3
f0286,contains,n1
f0286,contains,n2
f0286,contains,n3
f0287,contains,n1
f0287,contains,n2
f0287,contains,n3
f0288,contains,n1
f0288,contains,n2
f0288,contains,n3
f0289,contains,n1
f0289,contains,n2
f0289,contains,n3
f0290,contains,n1
f0290,contains,n2
f0290,contains,n3
f0291,contains,n1
f0291,contains,n2
f0291,contains,n3
f0292,contains,n1
f0292,contains,n2
f0292,contains,n3
f0293,contains,n1
f0293,contains,n2
f0293,contains,n3
f0294,contains,n1
f0294,contains,n2
f0294,contains,n3
f0295,contains,n1
f0295,contains,n2
f0295,contains,n3
f0296,contains,n1
f0296,contains,n2
f0296,contains,n3
f0297,contains,n1
f0297,contains,n2
f0297,contains,n3
f0298,contains,n1
f0298,contains,n2
f0298,contains,n3
f0299,contains,n1
f0299,contains,n2
f0299,contains,n3
f0300,contains,n1
f0300,contains,n2
f0300,contains,n3
f0301,contains,n1
f0301,contains,n2
f0301,contains,n3
f0302,contains,n1
f0302,contains,n2
f0302,contains,n3
f0303,contains,n1
f0303,contains,n2
f0303,contains,n3
f0304,contains,n1
f0304,contains,n2
f0304,contains,n3
f0305,contains,n1
f0305,contains,n2
f0305,contains,n3
f0306,contains,n1
f0306,contains,n2
f0306,contains,n3
f0307,contains,n1
f0307,contains,n2
f0307,contains,n3
f0308,contains,n1
f0308,contains,n2
f0308,contains,n3
f0309,contains,n1
f0309,contains,n2
f0309,contains,n3
f0310,contains,n1
f0310,contains,n2
f0310,contains,n3
f0311,contains,n1
f0311,contains,n2
f0311,contains,n3
f0312,contains,n1
f0312,contains,n2
f0312,contains,n3
f0313,contains,n1
f0313,contains,n2
f0313,contains,n3
f0314,contains,n1
f0314,contains,n2
f0314,contains,n3
f0315,contains,n1
f0315,contains,n2
f0315,contains,n3
f0316,contains,n1
f0316,contains,n2
f0316,contains,n3
f0317,contains,n1
f0317,contains,n2
f0317,contains,n3
f0318,contains,n1
f0318,contains,n2
f0318,contains,n3
f0319,contains,n1
f0319,contains,n2
f0319,contains,n3
f0320,contains,n1
f0320,contains,n2
f0320,contains,n3
f0321,contains,n1
f0321,contains,n2
f0321,contains,n3
f0322,contains,n1
f0322,contains,n2
f0322,contains,n3
f0323,contains,n1
f0323,contains,n2
f0323,contains,n3
f0324,contains,n1
f0324,contains,n2
f0324,contains,n3
f0325,contains,n1
f0325,contains,n2
f0325,contains,n3
f0326,contains,n1
f0326,contains,n2
f0326,contains,n3
f0327,contains,n1
f0327,contains,n2
f0327,contains,n3
f0328,contains,n1
f0328,contains,n2
f0328,contains,n3
f0329,contains,n1
f0329,contains,n2
f0329,contains,n3
f0330,contains,n1
f0330,contains,n2
f0330,contains,n3
f0331,contains,n1
f0331,contains,n2
f0331,contains,n3
f0332,contains,n1
f0332,contains,n2
f0332,contains,n3
f0333,contains,n1
f0333,contains,n2
f0333,contains,n3
f0334,contains,n1
f0334,contains,n2
f0334,contains,n3
f0335,contains,n1
f0335,contains,n2
f0335,contains,n3
f0336,contains,n1
f0336,contains,n2
f0336,contains,n3
f0337,contains,n1
f0337,contains,n2
f0337,contains,n3
f0338,contains,n1
f0338,contains,n2
f0338,contains,n3
f0339,contains,n1
f0339,contains,n2
f0339,contains,n3
f0340,contains,n1
f0340,contains,n2
f0340,contains,n3
f0341,contains,n1
f0341,contains,n2
f0341,contains,n3
f0342,contains,n1
f0342,contains,n2
f0342,contains,n3
f0343,contains,n1
f0343,contains,n2
f0343,contains,n3
f0344,contains,n1
f0344,contains,n2
f0344,contains,n3
f0345,contains,n1
f0345,contains,n2
f0345,contains,n3
f0346,contains,n1
f0346,contains,n2
f0346,contains,n3
f0347,contains,n1
f0347,contains,n2
f0347,contains,n3
f0348,contains,n1
f0348,contains,n2
f0348,contains,n3
f0349,contains,n1
f0349,contains,n2
f0349,contains,n3
f0350,contains,n1
f0350,contains,n2
f0350,contains,n3
f0351,contains,n1
f0351,contains,n2
f0351,contains,n3
f0352,contains,n1
f0352,contains,n2
f0352,contains,n3
f0353,contains,n1
f0353,contains,n2
f0353,contains,n3
f0354,contains,n1
f0354,contains,n2
f0354,contains,n3
f0355,contains,n1
f0355,contains,n2
f0355,contains,n3
f0356,contains,n1
f0356,contains,n2
f0356,contains,n3
f0357,contains,n1
f0357,contains,n2
f0357,contains,n3
f0358,contains,n1
f0358,contains,n2
f0358,contains,n3
f0359,contains,n1
f0359,contains,n2
f0359,contains,n3
f0360,contains,n1
f0360,contains,n2
f0360,contains,n3
f0361,contains,n1
f0361,contains,n2
f0361,contains,n3
f0362,contains,n1
f0362,contains,n2
f0362,contains,n3
f0363,contains,n1
f0363,contains,n2
f0363,contains,n3
f0364,contains,n1
f0364,contains,n2
f0364,contains,n3
f0365,contains,n1
f0365,contains,n2
f0365,contains,n3
f0366,contains,n1
f0366,contains,n2
f0366,contains,n3
f0367,contains,n1
f0367,contains,n2
f0367,contains,n3
f0368,contains,n1
f0368,contains,n2
f0368,contains,n3
f0369,contains,n1
f0369,contains,n2
f0369,contains,n3
f0370,contains,n1
f0370,contains,n2
f0370,contains,n3
f0371,contains,n1
f0371,contains,n2
f0371,contains,n3
f0372,contains,n1
f0372,contains,n2
f0372,contains,n3
f0373,contains,n1
f0373,contains,n2
f0373,contains,n3
f0374,contains,n1
f0374,contains,n2
f0374,contains,n3
f0375,contains,n1
f0375,contains,n2
f0375,contains,n3
f0376,contains,n1
f0376,contains,n2
f0376,contains,n3
f0377,contains,n1
f0377,contains,n2
f0377,contains,n3
f0378,contains,n1
f0378,contains,n2
f0378,contains,n3
f0379,contains,n1
f0379,contains,n2
f0379,contains,n3
f0380,contains,n1
f0380,contains,n2
f0380,contains,n3
f0381,contains,n1
f0381,contains,n2
f0381,contains,n3
f0382,contains,n1
f0382,contains,n2
f0382,contains,n3
f0383,contains,n1
f0383,contains,n2
f0383,contains,n3
f0384,contains,n1
f0384,contains,n2
f0384,contains,n3
f0385,contains,n1
f0385,contains,n2
f0385,contains,n3
f0386,contains,n1
f0386,contains,n2
f0386,contains,n3
f0387,contains,n1
f0387,contains,n2
f0387,contains,n3
f0388,contains,n1
f0388,contains,n2
f0388,contains,n3
f0389,contains,n1
f0389,contains,n2
f0389,contains,n3
f0390,contains,n1
f0390,contains,n2
f0390,contains,n3
f0391,contains,n1
f0391,contains,n2
f0391,contains,n3
f0392,contains,n1
f0392,contains,n2
f0392,contains,n3
f0393,contains,n1
f0393,contains,n2
f0393,contains,n3
f0394,contains,n1
f0394,contains,n2
f0394,contains,n3
f0395,contains,n1
f0395,contains,n2
f0395,contains,n3
f0396,contains,n1
f0396,contains,n2
f0396,contains,n3
f0397,contains,n1
f0397,contains,n2
f0397,contains,n3
f0398,contains,n1
f0398,contains,n2
f0398,contains,n3
f0399,contains,n1
f0399,contains,n2
f0399,contains,n3
f0400,contains,n1
f0400,contains,n2
f0400,contains,n3
f0401,contains,n1
f0401,contains,n2
f0401,contains,n3
f0402,contains,n1
f0402,contains,n2
f0402,contains,n3
f0403,contains,n1
f0403,contains,n2
f0403,contains,n3
f0404,contains,n1
f0404,contains,n2
f0404,contains,n3
f0405,contains,n1
f0405,contains,n2
f0405,contains,n3
f0406,contains,n1
f0406,contains,n2
f0406,contains,n3
f0407,contains,n1
f0407,contains,n2
f0407,contains,n3
f0408,contains,n1
f0408,contains,n2
f0408,contains,n3
f0409,contains,n1
f0409,contains,n2
f0409,contains,n3
f0410,contains,n1
f0410,contains,n2
f0410,contains,n3
f0411,contains,n1
f0411,contains,n2
f0411,contains,n3
f0412,contains,n1
f0412,contains,n2
f0412,contains,n3
f0413,contains,n1
f0413,contains,n2
f0413,contains,n3
f0414,contains,n1
f0414,contains,n2
f0414,contains,n3
f0415,contains,n1
f0415,contains,n2
f0415,contains,n3
f0416,contains,n1
f0416,contains,n2
f0416,contains,n3
f0417,contains,n1
f0417,contains,n2
f0417,contains,n3
f0418,contains,n1
f0418,contains,n2
f0418,contains,n3
f0419,contains,n1
f0419,contains,n2
f0419,contains,n3
f0420,contains,n1
f0420,contains,n2
f0420,contains,n3
f0421,contains,n1
f0421,contains,n2
f0421,contains,n3
f0422,contains,n1
f0422,contains,n2
f0422,contains,n3
f0423,contains,n1
f0423,contains,n2
f0423,contains,n3
f0424,contains,n1
f0424,contains,n2
f0424,contains,n3
f0425,contains,n1
f0425,contains,n2
f0425,contains,n3
f0426,contains,n1
f0426,contains,n2
f0426,contains,n3
f0427,contains,n1
f0427,contains,n2
f0427,contains,n3
f0428,contains,n1
f0428,contains,n2
f0428,contains,n3
f0429,contains,n1
f0429,contains,n2
f0429,contains,n3
f0430,contains,n1
f0430,contains,n2
f0430,contains,n3
f0431,contains,n1
f0431,contains,n2
f0431,contains,n3
f0432,contains,n1
f0432,contains,n2
f0432,contains,n3
f0433,contains,n1
f0433,contains,n2
f0433,contains,n3
f0434,contains,n1
f0434,contains,n2
f0434,contains,n3
f0435,contains,n1
f0435,contains,n2
f0435,contains,n3
f0436,contains,n1
f0436,contains,n2
f0436,contains,n3
f0437,contains,n1
f0437,contains,n2
f0437,contains,n3
f0438,contains,n1
f0438,contains,n2
f0438,contains,n3
f0439,contains,n1
f0439,contains,n2
f0439,contains,n3
f0440,contains,n1
f0440,contains,n2
f0440,contains,n3
f0441,contains,n1
f0441,contains,n2
f0441,contains,n3
f0442,contains,n1
f0442,contains,n2
f0442,contains,n3
f0443,contains,n1
f0443,contains,n2
f0443,contains,n3
f0444,contains,n1
f0444,contains,n2
f0444,contains,n3
f0445,contains,n1
f0445,contains,n2
f0445,contains,n3
f0446,contains,n1
f0446,contains,n2
f0446,contains,n3
f0447,contains,n1
f0447,contains,n2
f0447,contains,n3
f0448,contains,n1
f0448,contains,n2
f0448,contains,n3
f0449,contains,n1
f0449,contains,n2
f0449,contains,n3
f0450,contains,n1
f0450,contains,n2
f0450,contains,n3
f0451,contains,n1
f0451,contains,n2
f0451,contains,n3
f0452,contains,n1
f0452,contains,n2
f0452,contains,n3
f0453,contains,n1
f0453,contains,n2
f0453,contains,n3
f0454,contains,n1
f0454,contains,n2
f0454,contains,n3
f0455,contains,n1
f0455,contains,n2
f0455,contains,n3
f0456,contains,n1
f0456,contains,n2
f0456,contains,n3
f0457,contains,n1
f0457,contains,n2
f0457,contains,n3
f0458,contains,n1
f0458,contains,n2
f0458,contains,n3
f0459,contains,n1
f0459,contains,n2
f0459,contains,n3
f0460,contains,n1
f0460,contains,n2
f0460,contains,n3
f0461,contains,n1
f0461,contains,n2
f0461,contains,n3
f0462,contains,n1
f0462,contains,n2
f0462,contains,n3
f0463,contains,n1
f0463,contains,n2
f0463,contains,n3
f0464,contains,n1
f0464,contains,n2
f0464,contains,n3
f0465,contains,n1
f0465,contains,n2
f0465,contains,n3
f0466,contains,n1
f0466,contains,n2
f0466,contains,n3
f0467,contains,n1
f0467,contains,n2
f0467,contains,n3
f0468,contains,n1
f0468,contains,n2
f0468,contains,n3
f0469,contains,n1
f0469,contains,n2
f0469,contains,n3
f0470,contains,n1
f0470,contains,n2
f0470,contains,n3
f0471,contains,n1
f0471,contains,n2
f0471,contains,n3
f0472,contains,n1
f0472,contains,n2
f0472,contains,n3
f0473,contains,n1
f0473,contains,n2
f0473,contains,n3
f0474,contains,n1
f0474,contains,n2
f0474,contains,n3
f0475,contains,n1
f0475,contains,n2
f0475,contains,n3
f0476,contains,n1
f0476,contains,n2
f0476,contains,n3
f0477,contains,n1
f0477,contains,n2
f0477,contains,n3
f0478,contains,n1
f0478,contains,n2
f0478,contains,n3
f0479,contains,n1
f0479,contains,n2
f0479,contains,n3
f0480,contains,n1
f0480,contains,n2
f0480,contains,n3
f0481,contains,n1
f0481,contains,n2
f0481,contains,n3
f0482,contains,n1
f0482,contains,n2
f0482,contains,n3
f0483,contains,n1
f0483,contains,n2
f0483,contains,n3
f0484,contains,n1
f0484,contains,n2
f0484,contains,n3
f0485,contains,n1
f0485,contains,n2
f0485,contains,n3
f0486,contains,n1
f0486,contains,n2
f0486,contains,n3
f0487,contains,n1
f0487,contains,n2
f0487,contains,n3
f0488,contains,n1
f0488,contains,n2
f0488,contains,n3
f0489,contains,n1
f0489,contains,n2
f0489,contains,n3
f0490,contains,n1
f0490,contains,n2
f0490,contains,n3
f0491,contains,n1
f0491,contains,n2
f0491,contains,n3
f0492,contains,n1
f0492,contains,n2
f0492,contains,n3
f0493,contains,n1
f0493,contains,n2
f0493,contains,n3
f0494,contains,n1
f0494,contains,n2
f0494,contains,n3
f0495,contains,n1
f0495,contains,n2
f0495,contains,n3
f0496,contains,n1
f0496,contains,n2
f0496,contains,n3
f0497,contains,n1
f0497,contains,n2
f0497,contains,n3
f0498,contains,n1
f0498,contains,n2
f0498,contains,n3
f0499,contains,n1
f0499,contains,n2
f0499,contains,n3
f0500,contains,n1
f0500,contains,n2
f0500,contains,n3
f0501,contains,n1
f0501,contains,n2
f0501,contains,n3
f0502,contains,n1
f0502,contains,n2
f0502,contains,n3
f0503,contains,n1
f0503,contains,n2
f0503,contains,n3
f0504,contains,n1
f0504,contains,n2
f0504,contains,n3
f0505,contains,n1
f0505,contains,n2
f0505,contains,n3
f0506,contains,n1
f0506,contains,n2
f0506,contains,n3
f0507,contains,n1
f0507,contains,n2
f0507,contains,n3
f0508,contains,n1
f0508,contains,n2
f0508,contains,n3
f0509,contains,n1
f0509,contains,n2
f0509,contains,n3
f0510,contains,n1
f0510,contains,n2
f0510,contains,n3
f0511,contains,n1
f0511,contains,n2
f0511,contains,n3
f0512,contains,n1
f0512,contains,n2
f0512,contains,n3
f0513,contains,n1
f0513,contains,n2
f0513,contains,n3
f0514,contains,n1
f0514,contains,n2
f0514,contains,n3
f0515,contains,n1
f0515,contains,n2
f0515,contains,n3
f0516,contains,n1
f0516,contains,n2
f0516,contains,n3
f0517,contains,n1
f0517,contains,n2
f0517,contains,n3
f0518,contains,n1
f0518,contains,n2
f0518,contains,n3
f0519,contains,n1
f0519,contains,n2
f0519,contains,n3
f0520,contains,n1
f0520,contains,n2
f0520,contains,n3
f0521,contains,n1
f0521,contains,n2
f0521,contains,n3
f0522,contains,n1
f0522,contains,n2
f0522,contains,n3
f0523,contains,n1
f0523,contains,n2
f0523,contains,n3
f0524,contains,n1
f0524,contains,n2
f0524,contains,n3
f0525,contains,n1
f0525,contains,n2
f0525,contains,n3
f0526,contains,n1
f0526,contains,n2
f0526,contains,n3
f0527,contains,n1
f0527,contains,n2
f0527,contains,n3
f0528,contains,n1
f0528,contains,n2
f0528,contains,n3
f0529,contains,n1
f0529,contains,n2
f0529,contains,n3
f0530,contains,n1
f0530,contains,n2
f0530,contains,n3
f0531,contains,n1
f0531,contains,n2
f0531,contains,n3
f0532,contains,n1
f0532,contains,n2
f0532,contains,n3
f0533,contains,n1
f0533,contains,n2
f0533,contains,n3
f0534,contains,n1
f0534,contains,n2
f0534,contains,n3
f0535,contains,n1
f0535,contains,n2
f0535,contains,n3
f0536,contains,n1
f0536,contains,n2
f0536,contains,n3
f0537,contains,n1
f0537,contains,n2
f0537,contains,n3
f0538,contains,n1
f0538,contains,n2
f0538,contains,n3
f0539,contains,n1
f0539,contains,n2
f0539,contains,n3
f0540,contains,n1
f0540,contains,n2
f0540,contains,n3
f0541,contains,n1
f0541,contains,n2
f0541,contains,n3
f0542,contains,n1
f0542,contains,n2
f0542,contains,n3
f0543,contains,n1
f0543,contains,n2
f0543,contains,n3
f0544,contains,n1
f0544,contains,n2
f0544,contains,n3
f0545,contains,n1
f0545,contains,n2
f0545,contains,n3
f0546,contains,n1
f0546,contains,n2
f0546,contains,n3
f0547,contains,n1
f0547,contains,n2
f0547,contains,n3
f0548,contains,n1
f0548,contains,n2
f0548,contains,n3
f0549,contains,n1
f0549,contains,n2
f0549,contains,n3
f0550,contains,n1
f0550,contains,n2
f0550,contains,n3
f0551,contains,n1
f0551,contains,n2
f0551,contains,n3
f0552,contains,n1
f0552,contains,n2
f0552,contains,n3
f0553,contains,n1
f0553,contains,n2
f0553,contains,n3
f0554,contains,n1
f0554,contains,n2
f0554,contains,n3
f0555,contains,n1
f0555,contains,n2
f0555,contains,n3
f0556,contains,n1
f0556,contains,n2
f0556,contains,n3
f0557,contains,n1
f0557,contains,n2
f0557,contains,n3
f0558,contains,n1
f0558,contains,n2
f0558,contains,n3
f0559,contains,n1
f0559,contains,n2
f0559,contains,n3
f0560,contains,n1
f0560,contains,n2
f0560,contains,n3
f0561,contains,n1
f0561,contains,n2
f0561,contains,n3
f0562,contains,n1
f0562,contains,n2
f0562,contains,n3
f0563,contains,n1
f0563,contains,n2
f0563,contains,n3
f0564,contains,n1
f0564,contains,n2
f0564,contains,n3
f0565,contains,n1
f0565,contains,n2
f0565,contains,n3
f0566,contains,n1
f0566,contains,n2
f0566,contains,n3
f0567,contains,n1
f0567,contains,n2
f0567,contains,n3
f0568,contains,n1
f0568,contains,n2
f0568,contains,n3
f0569,contains,n1
f0569,contains,n2
f0569,contains,n3
f0570,contains,n1
f0570,contains,n2
f0570,contains,n3
f0571,contains,n1
f0571,contains,n2
f0571,contains,n3
f0572,contains,n1
f0572,contains,n2
f0572,contains,n3
f0573,contains,n1
f0573,contains,n2
f0573,contains,n3
f0574,contains,n1
f0574,contains,n2
f0574,contains,n3
f0575,contains,n1
f0575,contains,n2
f0575,contains,n3
f0576,contains,n1
f0576,contains,n2
f0576,contains,n3
f0577,contains,n1
f0577,contains,n2
f0577,contains,n3
f0578,contains,n1
f0578,contains,n2
f0578,contains,n3
f0579,contains,n1
f0579,contains,n2
f0579,contains,n3
f0580,contains,n1
f0580,contains,n2
f0580,contains,n3
f0581,contains,n1
f0581,contains,n2
f0581,contains,n3
f0582,contains,n1
f0582,contains,n2
f0582,contains,n3
f0583,contains,n1
f0583,contains,n2
f0583,contains,n3
f0584,contains,n1
f0584,contains,n2
f0584,contains,n3
f0585,contains,n1
f0585,contains,n2
f0585,contains,n3
f0586,contains,n1
f0586,contains,n2
f0586,contains,n3
f0587,contains,n1
f0587,contains,n2
f0587,contains,n3
f0588,contains,n1
f0588,contains,n2
f0588,contains,n3
f0589,contains,n1
f0589,contains,n2
f0589,contains,n3
f0590,contains,n1
f0590,contains,n2
f0590,contains,n3
f0591,contains,n1
f0591,contains,n2
f0591,contains,n3
f0592,contains,n1
f0592,contains,n2
f0592,contains,n3
f0593,contains,n1
f0593,contains,n2
f0593,contains,n3
f0594,contains,n1
f0594,contains,n2
f0594,contains,n3
f0595,contains,n1
f0595,contains,n2
f0595,contains,n3
f0596,contains,n1
f0596,contains,n2
f0596,contains,n3
f0597,contains,n1
f0597,contains,n2
f0597,contains,n3
f0598,contains,n1
f0598,contains,n2
f0598,contains,n3
f0599,contains,n1
f0599,contains,n2
f0599,contains,n3
f0600,contains,n1
f0600,contains,n2
f0600,contains,n3
f0601,contains,n1
f0601,contains,n2
f0601,contains,n3
f0602,contains,n1
f0602,contains,n2
f0602,contains,n3
f0603,contains,n1
f0603,contains,n2
f0603,contains,n3
f0604,contains,n1
f0604,contains,n2
f0604,contains,n3
f0605,contains,n1
f0605,contains,n2
f0605,contains,n3
f0606,contains,n1
f0606,contains,n2
f0606,contains,n3
f0607,contains,n1
f0607,contains,n2
f0607,contains,n3
f0608,contains,n1
f0608,contains,n2
f0608,contains,n3
f0609,contains,n1
f0609,contains,n2
f0609,contains,n3
f0610,contains,n1
f0610,contains,n2
f0610,contains,n3
f0611,contains,n1
f0611,contains,n2
f0611,contains,n3
f0612,contains,n1
f0612,contains,n2
f0612,contains,n3
f0613,contains,n1
f0613,contains,n2
f0613,contains,n3
f0614,contains,n1
f0614,contains,n2
f0614,contains,n3
f0615,contains,n1
f0615,contains,n2
f0615,contains,n3
f0616,contains,n1
f0616,contains,n2
f0616,contains,n3
f0617,contains,n1
f0617,contains,n2
f0617,contains,n3
f0618,contains,n1
f0618,contains,n2
f0618,contains,n3
f0619,contains,n1
f0619,contains,n2
f0619,contains,n3
f0620,contains,n1
f0620,contains,n2
f0620,contains,n3
f0621,contains,n1
f0621,contains,n2
f0621,contains,n3
f0622,contains,n1
f0622,contains,n2
f0622,contains,n3
f0623,contains,n1
f0623,contains,n2
f0623,contains,n3
f0624,contains,n1
f0624,contains,n2
f0624,contains,n3
f0625,contains,n1
f0625,contains,n2
f0625,contains,n3
f0626,contains,n1
f0626,contains,n2
f0626,contains,n3
f0627,contains,n1
f0627,contains,n2
f0627,contains,n3
f0628,contains,n1
f0628,contains,n2
f0628,contains,n3
f0629,contains,n1
f0629,contains,n2
f0629,contains,n3
f0630,contains,n1
f0630,contains,n2
f0630,contains,n3
f0631,contains,n1
f0631,contains,n2
f0631,contains,n3
f0632,contains,n1
f0632,contains,n2
f0632,contains,n3
f0633,contains,n1
f0633,contains,n2
f0633,contains,n3
f0634,contains,n1
f0634,contains,n2
f0634,contains,n3
f0635,contains,n1
f0635,contains,n2
f0635,contains,n3
f0636,contains,n1
f0636,contains,n2
f0636,contains,n3
f0637,contains,n1
f0637,contains,n2
f0637,contains,n3
f0638,contains,n1
f0638,contains,n2
f0638,contains,n3
f0639,contains,n1
f0639,contains,n2
f0639,contains,n3
f0640,contains,n1
f0640,contains,n2
f0640,contains,n3
f0641,contains,n1
f0641,contains,n2
f0641,contains,n3
f0642,contains,n1
f0642,contains,n2
f0642,contains,n3
f0643,contains,n1
f0643,contains,n2
f0643,contains,n3
f0644,contains,n1
f0644,contains,n2
f0644,contains,n3
f0645,contains,n1
f0645,contains,n2
f0645,contains,n3
f0646,contains,n1
f0646,contains,n2
f0646,contains,n3
f0647,contains,n1
f0647,contains,n2
f0647,contains,n3
f0648,contains,n1
f0648,contains,n2
f0648,contains,n3
f0649,contains,n1
f0649,contains,n2
f0649,contains,n3
f0650,contains,n1
f0650,contains,n2
f0650,contains,n3
f0651,contains,n1
f0651,contains,n2
f0651,contains,n3
f0652,contains,n1
f0652,contains,n2
f0652,contains,n3
f0653,contains,n1
f0653,contains,n2
f0653,contains,n3
f0654,contains,n1
f0654,contains,n2
f0654,contains,n3
f0655,contains,n1
f0655,contains,n2
f0655,contains,n3
f0656,contains,n1
f0656,contains,n2
f0656,contains,n3
f0657,contains,n1
f0657,contains,n2
f0657,contains,n3
f0658,contains,n1
f0658,contains,n2
f0658,contains,n3
f0659,contains,n1
f0659,contains,n2
f0659,contains,n3
f0660,contains,n1
f0660,contains,n2
f0660,contains,n3
f0661,contains,n1
f0661,contains,n2
f0661,contains,n3
f0662,contains,n1
f0662,contains,n2
f0662,contains,n3
f0663,contains,n1
f0663,contains,n2
f0663,contains,n3
f0664,contains,n1
f0664,contains,n2
f0664,contains,n3
f0665,contains,n1
f0665,contains,n2
f0665,contains,n3
f0666,contains,n1
f0666,contains,n2
f0666,contains,n3
f0667,contains,n1
f0667,contains,n2
f0667,contains,n3
f0668,contains,n1
f0668,contains,n2
f0668,contains,n3
f0669,contains,n1
f0669,contains,n2
f0669,contains,n3
f0670,contains,n1
f0670,contains,n2
f0670,contains,n3
f0671,contains,n1
f0671,contains,n2
f0671,contains,n3
f0672,contains,n1
f0672,contains,n2
f0672,contains,n3
f0673,contains,n1
f0673,contains,n2
f0673,contains,n3
f0674,contains,n1
f0674,contains,n2
f0674,contains,n3
f0675,contains,n1
f0675,contains,n2
f0675,contains,n3
f0676,contains,n1
f0676,contains,n2
f0676,contains,n3
f0677,contains,n1
f0677,contains,n2
f0677,contains,n3
f0678,contains,n1
f0678,contains,n2
f0678,contains,n3
f0679,contains,n1
f0679,contains,n2
f0679,contains,n3
f0680,contains,n1
f0680,contains,n2
f0680,contains,n3
f0681,contains,n1
f0681,contains,n2
f0681,contains,n3
f0682,contains,n1
f0682,contains,n2
f0682,contains,n3
f0683,contains,n1
f0683,contains,n2
f0683,contains,n3
f0684,contains,n1
f0684,contains,n2
f0684,contains,n3
f0685,contains,n1
f0685,contains,n2
f0685,contains,n3
f0686,contains,n1
f0686,contains,n2
f0686,contains,n3
f0687,contains,n1
