food_id,food_item,calories,carbs,protein,fat,glycemic_index,meal_type,culture,estimated_weight_g
f1599,Bread with chicken and onion,914.9139579,68.3,58.1,42.6,56,Breakfast,Sri Lankan,704
f1600,Rice with beef and carrot,997.1319312,71.7,76.9,43.1,51,Dinner,Sri Lankan,767
f1601,Rice with beef and beans,1458.413002,36.7,47.9,122.8,49,Lunch,Sri Lankan,1122
f1602,Wheat with lentils and cabbage,1662.762906,102.7,24,127.8,59,Snack,Sri Lankan,1279
f1603,Kurakkan with mung beans and carrot,350.1434034,12.1,27.6,20.2,54,Snack,Sri Lankan,269
f1604,Wheat with tofu and carrot,1557.600382,77.7,18.6,131.2,59,Snack,Sri Lankan,1198
f1605,Rice with mung beans and onion,446.4627151,79.9,9.9,8.1,61,Snack,Sri Lankan,343
f1606,Wheat with chicken and onion,1058.078394,99.8,85.6,33.1,46,Breakfast,Sri Lankan,814
f1607,Kurakkan with lentils and onion,753.8240918,63.8,33,39,51,Lunch,Sri Lankan,580
f1608,Millet with lentils and onion,1288.240918,59.5,20,107.2,45,Dinner,Sri Lankan,991
f1609,Wheat with beef and cabbage,770.5544933,87,67.4,13.1,59,Snack,Sri Lankan,593
f1610,Bread with fish and onion,657.0267686,48.6,62.4,22.3,60,Snack,Sri Lankan,505
f1611,Wheat with beef and beans,917.3040153,98.1,27.9,44.6,52,Snack,Sri Lankan,706
f1612,Millet with fish and cucumber,1043.021033,147.1,41.7,28.8,45,Snack,Sri Lankan,802
f1613,Millet with egg and cabbage,936.9024857,125.5,41.3,25.7,65,Lunch,Sri Lankan,721
f1614,Wheat with egg and cucumber,892.6864245,111.8,41.5,26.3,59,Lunch,Sri Lankan,687
f1615,Rice with mung beans and cucumber,657.7437859,97.2,11.8,24.1,68,Snack,Sri Lankan,506
f1616,Kurakkan with chicken and cucumber,1126.67304,38.5,28.3,95.9,50,Dinner,Sri Lankan,867
f1617,Wheat with tofu and beans,1387.90631,91.1,32.1,98.2,56,Breakfast,Sri Lankan,1068
f1618,Millet with egg and tomato,1140.774379,110.8,73.3,41.2,54,Breakfast,Sri Lankan,878
f1619,Rice with egg and carrot,751.9120459,59.4,47.6,34.7,52,Dinner,Sri Lankan,578
f1620,Kurakkan with tofu and beans,828.1548757,8.6,10.5,84.3,54,Snack,Sri Lankan,637
f1621,Rice with beef and cucumber,1438.575526,63.5,47.5,110.6,47,Snack,Sri Lankan,1107
f1622,Bread with beef and cabbage,1495.219885,130.2,54.5,82.2,65,Snack,Sri Lankan,1150
f1623,Rice with lentils and cabbage,1464.627151,62.6,16.9,125.6,55,Breakfast,Sri Lankan,1127
f1624,Wheat with tofu and cucumber,1115.200765,40.9,28,92.4,68,Snack,Sri Lankan,858
f1625,Kurakkan with beef and tomato,562.6195029,83.3,22.5,13.6,51,Lunch,Sri Lankan,433
f1626,Rice with lentils and cucumber,772.2275335,132.7,23.8,13.5,64,Lunch,Sri Lankan,594
f1627,Rice with chicken and cabbage,677.581262,52.5,48.2,28.5,50,Breakfast,Sri Lankan,521
f1628,Rice with beef and cucumber,1460.325048,52.4,39.1,121.3,53,Snack,Sri Lankan,1123
f1629,Wheat with lentils and tomato,1655.83174,103.8,27.7,125.2,48,Dinner,Sri Lankan,1274
f1630,Wheat with chicken and cabbage,691.9216061,71.1,30.3,29.6,69,Snack,Sri Lankan,532
f1631,Bread with beef and tomato,1618.546845,85.6,59.1,114.5,58,Dinner,Sri Lankan,1245
f1632,Millet with chicken and cabbage,1104.923518,52.6,32.6,84.3,45,Dinner,Sri Lankan,850
f1633,Millet with mung beans and cabbage,379.7801147,34.5,20,17,47,Breakfast,Sri Lankan,292
f1634,Kurakkan with lentils and cucumber,280.3537285,31.5,10.2,11,70,Dinner,Sri Lankan,216
f1635,Kurakkan with lentils and cucumber,1038.240918,28.9,21.3,92.9,47,Lunch,Sri Lankan,799
f1636,Kurakkan with fish and cucumber,304.4933078,37.6,22.2,5.3,45,Lunch,Sri Lankan,234
f1637,Bread with egg and beans,1199.330784,128.6,48.6,53.5,53,Snack,Sri Lankan,923
f1638,Millet with tofu and cucumber,1358.508604,25.7,51.3,116.4,58,Snack,Sri Lankan,1045
f1639,Bread with chicken and tomato,1331.978967,56.4,40.2,104.1,52,Lunch,Sri Lankan,1025
f1640,Wheat with mung beans and beans,1269.837476,105.8,15,85.3,55,Breakfast,Sri Lankan,977
f1641,Millet with beef and carrot,1284.894837,151.4,52.2,49.3,55,Snack,Sri Lankan,988
f1642,Bread with lentils and cabbage,929.7323136,120,53.3,22.9,45,Snack,Sri Lankan,715
f1643,Millet with fish and cabbage,820.5066922,37.8,64.8,43.8,68,Lunch,Sri Lankan,631
f1644,Wheat with lentils and cabbage,842.0172084,108.3,25.4,32.2,54,Breakfast,Sri Lankan,648
f1645,Millet with lentils and onion,1559.512428,102.6,23.1,116.8,67,Lunch,Sri Lankan,1200
f1646,Bread with lentils and cabbage,1286.567878,47.6,28.5,108.1,69,Dinner,Sri Lankan,990
f1647,Bread with fish and beans,1690.00956,111,36.4,122.3,51,Dinner,Sri Lankan,1300
f1648,Rice with mung beans and onion,1497.848948,77.3,26.8,120.8,60,Lunch,Sri Lankan,1152
f1649,Rice with egg and cucumber,793.0210325,83.3,35.9,32.9,57,Breakfast,Sri Lankan,610
f1650,Kurakkan with tofu and tomato,993.0688337,112.1,31.7,45.4,46,Dinner,Sri Lankan,764
f1651,Wheat with beef and tomato,744.5028681,42.6,66.4,32.8,64,Breakfast,Sri Lankan,573
f1652,Millet with chicken and onion,1161.806883,56.9,29.9,90.5,61,Lunch,Sri Lankan,894
f1653,Kurakkan with fish and tomato,1941.6826,37,9.6,197.7,64,Lunch,Sri Lankan,1494
f1654,Millet with egg and tomato,1076.959847,87.2,60.4,51.2,46,Lunch,Sri Lankan,828
f1655,Bread with mung beans and tomato,891.9694073,87.9,37.7,42.8,63,Lunch,Sri Lankan,686
f1656,Rice with mung beans and beans,764.5793499,93.8,49,17.9,51,Snack,Sri Lankan,588
f1657,Bread with beef and onion,1093.929254,52.2,65.7,66.7,63,Snack,Sri Lankan,841
f1658,Rice with fish and cucumber,1459.369025,116.6,30.2,96.6,50,Dinner,Sri Lankan,1123
f1659,Rice with chicken and cucumber,556.8833652,28.5,55.9,23.5,60,Breakfast,Sri Lankan,428
f1660,Millet with beef and beans,798.7571702,113.9,39.2,17.6,58,Dinner,Sri Lankan,614
f1661,Kurakkan with fish and cucumber,1184.751434,47.1,24.6,100.1,65,Breakfast,Sri Lankan,911
f1662,Rice with tofu and onion,653.6806883,86,28.6,19.7,68,Dinner,Sri Lankan,503
f1663,Rice with beef and tomato,1335.803059,105.4,42.8,82.3,50,Lunch,Sri Lankan,1028
f1664,Wheat with chicken and carrot,897.4665392,89.1,52.2,34.2,47,Snack,Sri Lankan,690
f1665,Wheat with tofu and tomato,1674.952199,125.3,31.1,114.8,65,Lunch,Sri Lankan,1288
f1666,Millet with mung beans and onion,1008.843212,119.5,46,36.1,67,Dinner,Sri Lankan,776
f1667,Kurakkan with chicken and carrot,437.3804971,56,18.6,13.9,60,Breakfast,Sri Lankan,336
f1668,Rice with chicken and tomato,926.3862333,26.3,15.3,84.9,45,Snack,Sri Lankan,713
f1669,Bread with egg and carrot,802.581262,63.7,51.8,35.1,57,Snack,Sri Lankan,617
f1670,Rice with beef and onion,733.0305927,66.6,67.7,20.1,45,Lunch,Sri Lankan,564
f1671,Millet with lentils and tomato,2056.644359,123.3,27.6,159.6,66,Dinner,Sri Lankan,1582
f1672,Millet with beef and onion,1138.384321,138.2,35.9,45.6,58,Lunch,Sri Lankan,876
f1673,Rice with mung beans and cabbage,948.6137667,95.9,30.1,47.6,54,Breakfast,Sri Lankan,730
f1674,Wheat with lentils and beans,758.126195,112.9,22.7,22.3,52,Snack,Sri Lankan,583
f1675,Wheat with tofu and onion,1355.40153,96.3,53.8,82.3,65,Lunch,Sri Lankan,1043
f1676,Wheat with lentils and carrot,1383.365201,108.4,75.2,65.4,46,Dinner,Sri Lankan,1064
f1677,Kurakkan with fish and cabbage,1317.877629,25.8,29.2,122.9,68,Lunch,Sri Lankan,1014
f1678,Rice with lentils and beans,1488.049713,88.4,22.3,116.1,50,Lunch,Sri Lankan,1145
f1679,Rice with tofu and beans,605.6405354,88.5,21.9,16.6,56,Dinner,Sri Lankan,466
f1680,Wheat with tofu and tomato,802.581262,70.2,63.8,26.8,67,Breakfast,Sri Lankan,617
f1681,Wheat with beef and onion,1129.302103,75.8,75.4,57.7,63,Dinner,Sri Lankan,869
f1682,Wheat with fish and onion,1583.413002,113.3,26.3,111.6,66,Snack,Sri Lankan,1218
f1683,Millet with tofu and cabbage,1041.826004,138.6,40.1,34.9,61,Dinner,Sri Lankan,801
f1684,Wheat with mung beans and onion,1204.110899,69.1,21.5,94.2,47,Snack,Sri Lankan,926
f1685,Kurakkan with chicken and carrot,510.5162524,17.4,44.6,27.6,55,Snack,Sri Lankan,393
f1686,Kurakkan with beef and cabbage,747.8489484,29.6,76.5,34.3,49,Dinner,Sri Lankan,575
f1687,Bread with fish and tomato,1135.038241,47,27.3,93.7,49,Breakfast,Sri Lankan,873
f1688,Kurakkan with beef and beans,1420.650096,8.3,49.7,133.6,62,Dinner,Sri Lankan,1093
f1689,Wheat with tofu and cabbage,461.7590822,37.7,21.3,23.3,67,Snack,Sri Lankan,355
f1690,Millet with fish and tomato,728.4894837,82.2,27.1,31.4,48,Breakfast,Sri Lankan,560
f1691,Bread with mung beans and onion,342.7342256,57.1,14.8,3.5,67,Snack,Sri Lankan,264
f1692,Bread with beef and cabbage,1152.48566,91.3,60.9,59.7,64,Breakfast,Sri Lankan,887
f1693,Kurakkan with egg and onion,776.0516252,76.1,29.2,39,46,Dinner,Sri Lankan,597
f1694,Bread with chicken and onion,716.5391969,102,20.9,22.1,47,Breakfast,Sri Lankan,551
f1695,Wheat with lentils and carrot,1580.305927,128.7,22.3,105.1,52,Snack,Sri Lankan,1216
f1696,Bread with tofu and beans,893.6424474,94.7,29,43.7,63,Snack,Sri Lankan,687
f1697,Rice with chicken and onion,1268.642447,58.9,35.1,99.2,61,Dinner,Sri Lankan,976
f1698,Wheat with egg and cabbage,671.6061185,46.9,56,27,58,Lunch,Sri Lankan,517
f1699,Wheat with mung beans and cucumber,580.5449331,70.9,45.4,11.3,51,Snack,Sri Lankan,447
f1700,Rice with egg and beans,399.1395793,47.6,17.6,13.8,68,Snack,Sri Lankan,307
f1701,Kurakkan with tofu and onion,373.3269598,5.2,55.9,13.3,62,Snack,Sri Lankan,287
f1702,Millet with egg and tomato,1391.969407,75.9,24.9,110.1,69,Dinner,Sri Lankan,1071
f1703,Bread with lentils and cucumber,1096.319312,141.8,47.5,33.6,48,Snack,Sri Lankan,843
f1704,Bread with tofu and cabbage,1271.749522,39.6,25.3,112.2,64,Lunch,Sri Lankan,978
f1705,Kurakkan with lentils and onion,628.8240918,77.8,24.4,21.8,49,Lunch,Sri Lankan,484
f1706,Rice with fish and cabbage,1327.676864,94.4,24.1,93.7,69,Snack,Sri Lankan,1021
f1707,Bread with beef and cucumber,1145.076482,62.6,41.6,80.7,49,Lunch,Sri Lankan,881
f1708,Wheat with egg and tomato,1197.89675,156.1,42.7,43.3,66,Dinner,Sri Lankan,921
f1709,Millet with mung beans and beans,393.8814532,74.3,9.3,4.8,47,Breakfast,Sri Lankan,303
f1710,Kurakkan with beef and tomato,806.8833652,109.4,28.6,27.5,57,Breakfast,Sri Lankan,621
f1711,Bread with chicken and tomato,1685.946463,63.6,55,135.2,55,Lunch,Sri Lankan,1297
f1712,Millet with tofu and cabbage,473.2313576,45.5,21.1,20.7,48,Dinner,Sri Lankan,364
f1713,Wheat with beef and beans,1666.347992,109.3,23.9,126.3,68,Breakfast,Sri Lankan,1282
f1714,Kurakkan with mung beans and beans,368.7858509,26.6,17.6,20.5,52,Lunch,Sri Lankan,284
f1715,Wheat with beef and cucumber,862.8107075,104.3,40.9,27,60,Lunch,Sri Lankan,664
f1716,Bread with egg and onion,1641.25239,16.1,53,153.2,56,Lunch,Sri Lankan,1263
f1717,Bread with chicken and cabbage,836.7590822,89.9,38.4,32.1,56,Dinner,Sri Lankan,644
f1718,Kurakkan with tofu and carrot,1152.963671,15.9,17,113.7,69,Dinner,Sri Lankan,887
f1719,Kurakkan with chicken and carrot,1264.340344,24.9,28.3,117.5,45,Dinner,Sri Lankan,973
f1720,Rice with tofu and cucumber,840.3441683,130.1,41.6,15.4,68,Snack,Sri Lankan,646
f1721,Rice with chicken and tomato,1413.001912,49.2,37.5,118.7,46,Lunch,Sri Lankan,1087
f1722,Kurakkan with beef and onion,533.9388145,52.9,28.4,21.8,58,Breakfast,Sri Lankan,411
f1723,Wheat with beef and carrot,863.7667304,142.5,23.2,18.1,57,Snack,Sri Lankan,664
f1724,Bread with tofu and tomato,728.250478,104.9,19,23.7,68,Lunch,Sri Lankan,560
f1725,Bread with beef and tomato,1168.977055,94,82,49.7,47,Lunch,Sri Lankan,899
f1726,Rice with egg and onion,1138.623327,67.4,21.5,86.9,70,Snack,Sri Lankan,876
f1727,Rice with tofu and onion,1687.619503,117.8,35.2,117.9,53,Lunch,Sri Lankan,1298
f1728,Wheat with lentils and beans,1584.847036,88.6,35.4,116.1,63,Lunch,Sri Lankan,1219
f1729,Millet with tofu and tomato,472.5143403,49.2,24,17.9,60,Breakfast,Sri Lankan,363
f1730,Wheat with mung beans and beans,1009.560229,81.2,58.4,44.8,49,Breakfast,Sri Lankan,777
f1731,Rice with fish and cabbage,1290.152964,59.7,55,92.2,45,Lunch,Sri Lankan,992
f1732,Bread with chicken and onion,976.3384321,72.3,49.4,52.5,64,Breakfast,Sri Lankan,751
f1733,Wheat with mung beans and carrot,1241.634799,126.1,12.9,74.8,62,Snack,Sri Lankan,955
f1734,Kurakkan with chicken and beans,268.1644359,16.2,18.2,14,68,Dinner,Sri Lankan,206
f1735,Wheat with chicken and onion,1558.078394,91.6,42.7,111.2,60,Snack,Sri Lankan,1199
f1736,Wheat with fish and beans,977.5334608,117.6,61.2,27.6,67,Snack,Sri Lankan,752
f1737,Millet with lentils and cucumber,1069.550669,164.3,38.2,26.3,69,Snack,Sri Lankan,823
f1738,Bread with tofu and cabbage,1140.774379,152.2,31.1,40.2,54,Breakfast,Sri Lankan,878
f1739,Bread with beef and cabbage,1403.680688,51.7,56.4,107.8,45,Lunch,Sri Lankan,1080
f1740,Millet with lentils and cucumber,538.2409178,74.4,22.1,14.6,64,Snack,Sri Lankan,414
f1741,Kurakkan with mung beans and onion,1109.464627,17.4,31.7,101,67,Dinner,Sri Lankan,853
f1742,Bread with lentils and tomato,1760.038241,60.1,69.8,137,63,Dinner,Sri Lankan,1354
f1743,Bread with lentils and cucumber,611.376673,75,28.2,19.2,67,Lunch,Sri Lankan,470
f1744,Millet with mung beans and cucumber,503.585086,30.5,33.2,26.7,60,Breakfast,Sri Lankan,387
f1745,Bread with lentils and cabbage,600.8604207,54.9,46,19.7,62,Lunch,Sri Lankan,462
f1746,Millet with egg and cucumber,1686.902486,65.8,47.3,135.9,60,Lunch,Sri Lankan,1298
f1747,Bread with fish and cucumber,1074.808795,113.6,44.8,45.2,49,Snack,Sri Lankan,827
f1748,Millet with tofu and onion,1176.864245,97.4,68.8,53.5,46,Snack,Sri Lankan,905
f1749,Rice with fish and beans,1190.248566,161.9,56.7,34.3,64,Lunch,Sri Lankan,916
f1750,Wheat with beef and cucumber,813.3365201,89.6,61.7,21.1,64,Lunch,Sri Lankan,626
f1751,Kurakkan with tofu and beans,386.2332696,24.4,23.3,18.7,49,Snack,Sri Lankan,297
f1752,Wheat with chicken and beans,743.7858509,53.2,54.9,33.3,64,Lunch,Sri Lankan,572
f1753,Bread with mung beans and beans,665.6309751,59.7,55,19.1,60,Dinner,Sri Lankan,512
f1754,Bread with chicken and beans,1204.827916,53.9,36.7,93.8,58,Lunch,Sri Lankan,927
f1755,Bread with chicken and carrot,875.7170172,55,46.3,50.3,62,Lunch,Sri Lankan,674
f1756,Wheat with tofu and tomato,1208.413002,157.8,46.3,39.9,66,Breakfast,Sri Lankan,930
f1757,Millet with lentils and cabbage,657.9827916,66.3,31.5,27.5,59,Snack,Sri Lankan,506
f1758,Millet with lentils and cabbage,543.7380497,53.3,26,22,53,Breakfast,Sri Lankan,418
f1759,Kurakkan with lentils and carrot,590.1051625,69.4,22.3,22.5,59,Dinner,Sri Lankan,454
f1760,Millet with lentils and beans,1260.516252,89.6,20.2,89.5,60,Lunch,Sri Lankan,970
f1761,Millet with lentils and beans,1521.271511,99.9,22,113.7,50,Dinner,Sri Lankan,1170
f1762,Rice with chicken and tomato,810.707457,69.9,25.2,46.6,65,Lunch,Sri Lankan,624
f1763,Kurakkan with fish and beans,979.206501,27,14.2,89.4,55,Snack,Sri Lankan,753
f1764,Kurakkan with lentils and carrot,567.8776291,39.8,46.1,23.2,55,Dinner,Sri Lankan,437
f1765,Kurakkan with beef and cabbage,334.1300191,14.3,28.1,17.5,61,Lunch,Sri Lankan,257
f1766,Wheat with beef and onion,1296.606119,159,53.2,49.7,66,Breakfast,Sri Lankan,997
f1767,Bread with beef and beans,818.1166348,62.6,65.8,32.2,61,Snack,Sri Lankan,629
f1768,Bread with fish and carrot,787.2848948,81,39.4,31.8,59,Snack,Sri Lankan,606
f1769,Millet with tofu and tomato,566.9216061,50.1,34.8,21.4,48,Dinner,Sri Lankan,436
f1770,Rice with beef and tomato,1496.892925,62.7,37.8,122.1,51,Dinner,Sri Lankan,1151
f1771,Rice with chicken and tomato,810.9464627,139.5,24.4,15.2,68,Lunch,Sri Lankan,624
f1772,Rice with fish and tomato,668.0210325,89.1,30.1,17.2,65,Snack,Sri Lankan,514
f1773,Rice with fish and tomato,876.6730402,131.6,55.8,11.7,51,Breakfast,Sri Lankan,674
f1774,Rice with lentils and tomato,1921.845124,163.1,42,121.4,50,Breakfast,Sri Lankan,1478
f1775,Rice with chicken and onion,1105.640535,130.1,48.3,40.4,56,Lunch,Sri Lankan,850
f1776,Kurakkan with chicken and beans,845.6022945,16.1,14.2,81.1,59,Dinner,Sri Lankan,650
f1777,Millet with fish and onion,895.3154876,87.5,50.8,35,57,Lunch,Sri Lankan,689
f1778,Kurakkan with tofu and carrot,688.5755258,12.5,10.8,65.5,57,Lunch,Sri Lankan,530
f1779,Millet with egg and beans,644.3594646,65.9,34.9,25.7,59,Breakfast,Sri Lankan,496
f1780,Bread with lentils and tomato,889.1013384,80.9,38.3,43.3,51,Dinner,Sri Lankan,684
f1781,Millet with chicken and cabbage,638.1453155,46.9,59.1,22.4,67,Breakfast,Sri Lankan,491
f1782,Wheat with egg and onion,1521.510516,60.4,22.9,132.4,65,Snack,Sri Lankan,1170
f1783,Wheat with beef and tomato,1750,108.6,47.4,123.8,45,Lunch,Sri Lankan,1346
f1784,Millet with tofu and cucumber,1390.057361,75.4,34.7,101.3,63,Breakfast,Sri Lankan,1069
f1785,Rice with fish and tomato,1136.23327,82.9,36.7,72.3,68,Dinner,Sri Lankan,874
f1786,Kurakkan with beef and beans,1198.852772,8.8,48.4,109,51,Dinner,Sri Lankan,922
f1787,Rice with mung beans and cabbage,411.5678776,43.1,12.4,19.9,52,Snack,Sri Lankan,317
f1788,Rice with mung beans and beans,608.9866157,65.2,31.8,24.3,60,Dinner,Sri Lankan,468
f1789,Wheat with mung beans and onion,1462.476099,130.3,24.6,92.3,45,Breakfast,Sri Lankan,1125
f1790,Rice with mung beans and beans,686.4244742,89.5,51.4,13.2,50,Snack,Sri Lankan,528
f1791,Kurakkan with mung beans and cabbage,328.1548757,27.6,20.2,13.7,45,Lunch,Sri Lankan,252
f1792,Wheat with tofu and onion,938.8145315,97.2,43,37.7,55,Snack,Sri Lankan,722
f1793,Kurakkan with mung beans and cucumber,770.793499,7.3,5.8,80.8,66,Snack,Sri Lankan,593
f1794,Rice with chicken and carrot,868.7858509,47.7,63.5,45.1,47,Breakfast,Sri Lankan,668
f1795,Kurakkan with egg and carrot,728.0114723,39.2,30.6,47.9,63,Snack,Sri Lankan,560
f1796,Rice with chicken and onion,1590.583174,116.5,45.5,104.4,62,Lunch,Sri Lankan,1224
f1797,Kurakkan with egg and beans,1037.762906,50.6,23,80,63,Dinner,Sri Lankan,798
f1798,Rice with mung beans and beans,642.9254302,77.6,21.2,23.2,58,Lunch,Sri Lankan,495
f1799,Kurakkan with egg and cucumber,631.9311663,59.3,41.5,23.5,49,Snack,Sri Lankan,486
f1800,Wheat with lentils and cucumber,849.1873805,140.7,28,16.5,66,Dinner,Sri Lankan,653
f1801,Kurakkan with tofu and cucumber,626.4340344,32.5,43.3,34.5,50,Breakfast,Sri Lankan,482
f1802,Wheat with mung beans and cabbage,945.2676864,52.9,17.7,72.3,54,Dinner,Sri Lankan,727
f1803,Kurakkan with beef and beans,919.2160612,8.3,39.8,81.5,50,Lunch,Sri Lankan,707
f1804,Millet with lentils and tomato,1242.829828,72.7,21,95.6,61,Snack,Sri Lankan,956
f1805,Rice with tofu and beans,546.1281071,37.8,53.4,19.3,59,Breakfast,Sri Lankan,420
f1806,Kurakkan with beef and cucumber,1322.179732,57.5,46.1,101.7,53,Dinner,Sri Lankan,1017
f1807,Kurakkan with beef and carrot,765.7743786,93.6,35.9,27.1,68,Dinner,Sri Lankan,589
f1808,Millet with fish and cucumber,1053.776291,134.3,31.4,40.2,45,Breakfast,Sri Lankan,811
f1809,Wheat with mung beans and cabbage,1133.365201,126.8,37.1,50.9,58,Breakfast,Sri Lankan,872
f1810,Millet with chicken and tomato,709.8470363,95.2,27.3,21.6,59,Lunch,Sri Lankan,546
f1811,Rice with beef and onion,1053.537285,138.8,47.9,31.9,50,Dinner,Sri Lankan,810
f1812,Rice with fish and onion,788.7189293,46.1,71,34.1,49,Snack,Sri Lankan,607
f1813,Kurakkan with tofu and cabbage,254.0630975,24.1,13.3,9.7,60,Lunch,Sri Lankan,195
f1814,Kurakkan with beef and onion,560.2294455,66.4,23.1,21,62,Snack,Sri Lankan,431
f1815,Kurakkan with chicken and carrot,384.7992352,29.1,36.7,10.3,69,Dinner,Sri Lankan,296
f1816,Rice with chicken and cabbage,852.0554493,138.3,20.1,22.2,60,Snack,Sri Lankan,655
f1817,Millet with beef and cucumber,1207.695985,171.9,53.4,30.8,47,Breakfast,Sri Lankan,929
f1818,Wheat with mung beans and cucumber,851.8164436,107.1,38.9,26.3,54,Dinner,Sri Lankan,655
f1819,Wheat with chicken and cabbage,871.6539197,99.2,41.9,28.7,52,Lunch,Sri Lankan,671
f1820,Bread with lentils and carrot,746.1759082,113.1,26.4,16.9,45,Dinner,Sri Lankan,574
f1821,Wheat with fish and tomato,1125,61.7,18,90,63,Breakfast,Sri Lankan,865
f1822,Bread with lentils and cucumber,1293.260038,91.2,27.1,89.8,61,Snack,Sri Lankan,995
f1823,Wheat with chicken and onion,506.2141491,23.6,38.1,27.2,66,Snack,Sri Lankan,389
f1824,Millet with tofu and carrot,651.7686424,91.8,21.2,18.3,68,Dinner,Sri Lankan,501
f1825,Kurakkan with egg and tomato,1179.732314,56.8,22.4,96.1,70,Lunch,Sri Lankan,907
f1826,Bread with lentils and carrot,1113.527725,176.2,27.6,29.8,65,Dinner,Sri Lankan,857
f1827,Kurakkan with tofu and carrot,893.8814532,98.6,26,43.6,63,Dinner,Sri Lankan,688
f1828,Bread with fish and cucumber,880.4971319,88.1,50.1,36.5,62,Dinner,Sri Lankan,677
f1829,Bread with beef and onion,1852.294455,97.3,48.9,139.7,55,Breakfast,Sri Lankan,1425
f1830,Bread with fish and cucumber,1223.709369,31.4,23.7,111.8,62,Dinner,Sri Lankan,941
f1831,Rice with mung beans and onion,698.374761,85.9,28.7,24.8,52,Lunch,Sri Lankan,537
f1832,Wheat with mung beans and onion,897.9445507,84.5,46.4,38.9,65,Snack,Sri Lankan,691
f1833,Wheat with egg and cabbage,946.9407266,115.7,37.7,31.3,63,Snack,Sri Lankan,728
f1834,Wheat with beef and beans,1010.277247,99.2,63.2,37,53,Dinner,Sri Lankan,777
f1835,Rice with beef and carrot,607.791587,83.8,19.3,18.7,58,Snack,Sri Lankan,468
f1836,Rice with beef and onion,1231.596558,101.9,33.9,75.2,70,Lunch,Sri Lankan,947
f1837,Bread with fish and beans,722.5143403,62.6,41.7,32.4,67,Lunch,Sri Lankan,556
f1838,Bread with fish and cucumber,1286.089866,65.6,40.7,95.4,55,Snack,Sri Lankan,989
f1839,Bread with beef and beans,646.0325048,54.4,49.9,22.6,57,Breakfast,Sri Lankan,497
f1840,Kurakkan with fish and cucumber,1273.661568,61.6,14.7,108.1,64,Dinner,Sri Lankan,980
f1841,Millet with lentils and onion,821.4627151,134.1,26.4,16.9,64,Breakfast,Sri Lankan,632
f1842,Rice with beef and tomato,1608.74761,88.2,51.4,114.7,65,Dinner,Sri Lankan,1237
f1843,Wheat with egg and onion,1140.296367,158.3,22.8,41.2,64,Dinner,Sri Lankan,877
f1844,Rice with beef and onion,1015.296367,91.1,54.9,46.9,52,Dinner,Sri Lankan,781
f1845,Millet with tofu and beans,1358.508604,99.8,14,102.7,70,Breakfast,Sri Lankan,1045
f1846,Kurakkan with chicken and carrot,498.8049713,26.8,54.1,17.2,67,Snack,Sri Lankan,384
f1847,Bread with beef and onion,1094.407266,94.3,72.7,41.6,69,Lunch,Sri Lankan,842
f1848,Kurakkan with beef and cabbage,450.5258126,36.7,29.2,16.3,68,Lunch,Sri Lankan,347
f1849,Bread with egg and cabbage,1288.718929,65.3,32.3,99.7,65,Snack,Sri Lankan,991
f1850,Wheat with beef and cucumber,1309.512428,127.7,54.2,63.1,48,Dinner,Sri Lankan,1007
f1851,Kurakkan with mung beans and carrot,1010.277247,46.2,5.2,89.3,45,Dinner,Sri Lankan,777
f1852,Bread with mung beans and tomato,923.5181644,114.8,29,37.7,59,Dinner,Sri Lankan,710
f1853,Wheat with egg and tomato,1173.996176,95,76.6,52.3,56,Lunch,Sri Lankan,903
f1854,Bread with egg and onion,1150.573614,37.9,78.6,75,68,Breakfast,Sri Lankan,885
f1855,Millet with chicken and cabbage,1203.393881,41.3,20.6,107,66,Breakfast,Sri Lankan,926
f1856,Rice with fish and tomato,1701.003824,117.8,46.1,115.9,59,Breakfast,Sri Lankan,1308
f1857,Wheat with lentils and tomato,1724.18738,145.6,30.3,112.6,60,Lunch,Sri Lankan,1326
f1858,Millet with tofu and cabbage,463.4321224,39.3,28.8,19.6,58,Snack,Sri Lankan,356
f1859,Wheat with mung beans and onion,1172.08413,128.3,49.1,50.2,58,Lunch,Sri Lankan,902
f1860,Millet with lentils and cabbage,696.2237094,102,20.6,20.4,66,Breakfast,Sri Lankan,536
f1861,Kurakkan with beef and beans,1296.128107,24.2,33.3,119.4,48,Dinner,Sri Lankan,997
f1862,Millet with fish and cucumber,988.5277247,43.3,47.9,68.5,68,Snack,Sri Lankan,760
f1863,Rice with fish and onion,1231.596558,158.7,43.8,45.2,54,Dinner,Sri Lankan,947
f1864,Wheat with beef and cucumber,1145.315488,166.5,47.1,31.1,68,Dinner,Sri Lankan,881
f1865,Millet with lentils and cabbage,1381.214149,89.5,25.7,99.7,47,Breakfast,Sri Lankan,1062
f1866,Bread with chicken and onion,1421.367113,96.9,37.1,97.8,56,Breakfast,Sri Lankan,1093
f1867,Wheat with beef and carrot,1375.239006,125.3,57.6,71.1,50,Snack,Sri Lankan,1058
f1868,Rice with mung beans and beans,1299.952199,96.3,22.9,92.1,46,Breakfast,Sri Lankan,1000
f1869,Millet with fish and cabbage,676.8642447,41.1,40.4,38.2,59,Snack,Sri Lankan,521
f1870,Kurakkan with mung beans and cucumber,320.9847036,14.6,26.5,15.5,63,Dinner,Sri Lankan,247
f1871,Rice with tofu and beans,686.1854685,32.7,26.4,50.1,66,Lunch,Sri Lankan,528
